timestamp,menu_item,price,day_of_week,hour,day_type
2025-07-08 13:38:34,Caffè Latte (I/H),5300.0,Tuesday,13,WEEKDAY
2025-07-08 13:54:40,Vanilla Bean Latte (Iced),5300.0,Tuesday,13,WEEKDAY
2025-07-08 13:59:00,Americano (I/H),4000.0,Tuesday,13,WEEKDAY
2025-07-08 14:02:24,Vanilla Bean Latte (Iced),5300.0,Tuesday,14,WEEKDAY
2025-07-08 14:12:59,Americano (I/H),4000.0,Tuesday,14,WEEKDAY
2025-07-08 14:17:02,Caffè Latte (I/H),5300.0,Tuesday,14,WEEKDAY
2025-07-08 14:30:39,Dolce Latte (Iced),5500.0,Tuesday,14,WEEKDAY
2025-07-08 14:31:57,Americano (I/H),4000.0,Tuesday,14,WEEKDAY
2025-07-08 14:39:55,Dolce Latte (Iced),5500.0,Tuesday,14,WEEKDAY
2025-07-08 14:40:25,Shakerato (Iced),4800.0,Tuesday,14,WEEKDAY
2025-07-08 14:44:16,Americano (I/H),4000.0,Tuesday,14,WEEKDAY
2025-07-08 14:47:36,Vanilla Bean Latte (Iced),5300.0,Tuesday,14,WEEKDAY
2025-07-08 14:57:42,Vanilla Bean Latte (Iced),5300.0,Tuesday,14,WEEKDAY
2025-07-08 15:04:39,Americano (I/H),4000.0,Tuesday,15,WEEKDAY
2025-07-08 15:09:44,Americano (I/H),4000.0,Tuesday,15,WEEKDAY
2025-07-08 15:22:46,Americano (I/H),4000.0,Tuesday,15,WEEKDAY
2025-07-08 15:26:27,Caffè Latte (I/H),5300.0,Tuesday,15,WEEKDAY
2025-07-08 15:30:40,Americano (I/H),4000.0,Tuesday,15,WEEKDAY
2025-07-08 15:46:14,Caffè Latte (I/H),5300.0,Tuesday,15,WEEKDAY
2025-07-08 15:56:04,Vanilla Bean Latte (Iced),5300.0,Tuesday,15,WEEKDAY
2025-07-08 16:00:25,Vanilla Bean Latte (Iced),5300.0,Tuesday,16,WEEKDAY
2025-07-08 16:12:51,Hazelnut Americano (Iced),4500.0,Tuesday,16,WEEKDAY
2025-07-08 16:16:54,Americano (I/H),4000.0,Tuesday,16,WEEKDAY
2025-07-08 16:24:45,Hazelnut Americano (Iced),4500.0,Tuesday,16,WEEKDAY
2025-07-08 16:39:17,Dolce Latte (Iced),5500.0,Tuesday,16,WEEKDAY
2025-07-08 16:44:16,Honey Americano (Iced),4500.0,Tuesday,16,WEEKDAY
2025-07-08 17:01:17,Americano (I/H),4000.0,Tuesday,17,WEEKDAY
2025-07-08 18:05:01,Caffè Latte (I/H),5300.0,Tuesday,18,WEEKDAY
2025-07-08 18:07:09,Dolce Latte (Iced),5500.0,Tuesday,18,WEEKDAY
2025-07-08 18:11:46,Caffè Latte (I/H),5300.0,Tuesday,18,WEEKDAY
2025-07-08 18:25:28,Americano (I/H),4000.0,Tuesday,18,WEEKDAY
2025-07-08 18:33:44,Vanilla Bean Latte (Iced),5300.0,Tuesday,18,WEEKDAY
2025-07-08 18:56:09,Vanilla Bean Latte (Iced),5300.0,Tuesday,18,WEEKDAY
2025-07-08 18:58:31,Americano (I/H),4000.0,Tuesday,18,WEEKDAY
2025-07-08 19:05:45,Honey Americano (Iced),4500.0,Tuesday,19,WEEKDAY
2025-07-08 19:10:43,Vanilla Bean Latte (Iced),5300.0,Tuesday,19,WEEKDAY
2025-07-08 19:13:12,Caffè Latte (I/H),5300.0,Tuesday,19,WEEKDAY
2025-07-08 19:22:01,Honey Americano (Iced),4500.0,Tuesday,19,WEEKDAY
2025-07-08 19:27:57,Caffè Latte (I/H),5300.0,Tuesday,19,WEEKDAY
2025-07-08 19:49:15,Caffè Latte (I/H),5300.0,Tuesday,19,WEEKDAY
2025-07-08 19:50:32,Caffè Latte (I/H),5300.0,Tuesday,19,WEEKDAY
2025-07-08 19:52:05,Americano (I/H),4000.0,Tuesday,19,WEEKDAY
2025-07-08 20:01:18,Hazelnut Americano (Iced),4500.0,Tuesday,20,WEEKDAY
2025-07-08 20:07:21,Americano (I/H),4000.0,Tuesday,20,WEEKDAY
2025-07-08 20:22:03,Americano (I/H),4000.0,Tuesday,20,WEEKDAY
2025-07-08 20:30:34,Vanilla Bean Latte (Iced),5300.0,Tuesday,20,WEEKDAY
2025-07-08 20:43:11,Americano (I/H),4000.0,Tuesday,20,WEEKDAY
2025-07-08 20:55:49,Americano (I/H),4000.0,Tuesday,20,WEEKDAY
2025-07-09 12:06:26,Hazelnut Americano (Iced),4500.0,Wednesday,12,WEEKDAY
2025-07-09 12:28:25,Vanilla Bean Latte (Iced),5300.0,Wednesday,12,WEEKDAY
2025-07-09 13:05:54,Hazelnut Americano (Iced),4500.0,Wednesday,13,WEEKDAY
2025-07-09 13:18:27,Americano (I/H),4000.0,Wednesday,13,WEEKDAY
2025-07-09 13:18:30,Americano (I/H),4000.0,Wednesday,13,WEEKDAY
2025-07-09 13:26:52,Hazelnut Americano (Iced),4500.0,Wednesday,13,WEEKDAY
2025-07-09 13:41:42,Hazelnut Americano (Iced),4500.0,Wednesday,13,WEEKDAY
2025-07-09 13:59:34,Caffè Latte (I/H),5300.0,Wednesday,13,WEEKDAY
2025-07-09 14:06:02,Americano (I/H),4000.0,Wednesday,14,WEEKDAY
2025-07-09 14:10:24,Hazelnut Americano (Iced),4500.0,Wednesday,14,WEEKDAY
2025-07-09 14:36:10,Americano (I/H),4000.0,Wednesday,14,WEEKDAY
2025-07-09 14:48:52,Americano (I/H),4000.0,Wednesday,14,WEEKDAY
2025-07-09 14:49:05,Americano (I/H),4000.0,Wednesday,14,WEEKDAY
2025-07-09 14:50:13,Vanilla Bean Latte (Iced),5300.0,Wednesday,14,WEEKDAY
2025-07-09 14:52:50,Hazelnut Americano (Iced),4500.0,Wednesday,14,WEEKDAY
2025-07-09 14:56:14,Caffè Latte (I/H),5300.0,Wednesday,14,WEEKDAY
2025-07-09 15:02:17,Honey Americano (Iced),4500.0,Wednesday,15,WEEKDAY
2025-07-09 15:14:43,Vanilla Bean Latte (Iced),5300.0,Wednesday,15,WEEKDAY
2025-07-09 15:14:47,Shakerato (Iced),4800.0,Wednesday,15,WEEKDAY
2025-07-09 15:15:57,Caffè Latte (I/H),5300.0,Wednesday,15,WEEKDAY
2025-07-09 15:43:21,Caffè Latte (I/H),5300.0,Wednesday,15,WEEKDAY
2025-07-09 15:52:44,Caffè Latte (I/H),5300.0,Wednesday,15,WEEKDAY
2025-07-09 16:39:19,Caffè Latte (I/H),5300.0,Wednesday,16,WEEKDAY
2025-07-09 17:43:05,Honey Americano (Iced),4500.0,Wednesday,17,WEEKDAY
2025-07-09 17:56:24,Americano (I/H),4000.0,Wednesday,17,WEEKDAY
2025-07-09 18:13:32,Caffè Latte (I/H),5300.0,Wednesday,18,WEEKDAY
2025-07-09 18:15:08,Americano (I/H),4000.0,Wednesday,18,WEEKDAY
2025-07-09 18:28:35,Honey Americano (Iced),4500.0,Wednesday,18,WEEKDAY
2025-07-09 18:29:59,Vanilla Bean Latte (Iced),5300.0,Wednesday,18,WEEKDAY
2025-07-09 19:01:56,Americano (I/H),4000.0,Wednesday,19,WEEKDAY
2025-07-09 19:11:59,Americano (I/H),4000.0,Wednesday,19,WEEKDAY
2025-07-09 19:12:10,Americano (I/H),4000.0,Wednesday,19,WEEKDAY
2025-07-09 19:13:02,Hazelnut Americano (Iced),4500.0,Wednesday,19,WEEKDAY
2025-07-09 19:34:41,Dolce Latte (Iced),5500.0,Wednesday,19,WEEKDAY
2025-07-09 19:35:47,Shakerato (Iced),4800.0,Wednesday,19,WEEKDAY
2025-07-09 19:36:45,Americano (I/H),4000.0,Wednesday,19,WEEKDAY
2025-07-09 19:53:00,Honey Americano (Iced),4500.0,Wednesday,19,WEEKDAY
2025-07-09 19:57:08,Vanilla Bean Latte (Iced),5300.0,Wednesday,19,WEEKDAY
2025-07-09 20:16:55,Caffè Latte (I/H),5300.0,Wednesday,20,WEEKDAY
2025-07-09 20:18:57,Caffè Latte (I/H),5300.0,Wednesday,20,WEEKDAY
2025-07-09 20:29:37,Americano (I/H),4000.0,Wednesday,20,WEEKDAY
2025-07-09 20:37:32,Americano (I/H),4000.0,Wednesday,20,WEEKDAY
2025-07-10 12:03:28,Vanilla Bean Latte (Iced),5300.0,Thursday,12,WEEKDAY
2025-07-10 12:42:22,Americano (I/H),4000.0,Thursday,12,WEEKDAY
2025-07-10 12:42:49,Vanilla Bean Latte (Iced),5300.0,Thursday,12,WEEKDAY
2025-07-10 13:16:15,Hazelnut Americano (Iced),4500.0,Thursday,13,WEEKDAY
2025-07-10 13:17:01,Hazelnut Americano (Iced),4500.0,Thursday,13,WEEKDAY
2025-07-10 13:28:21,Americano (I/H),4000.0,Thursday,13,WEEKDAY
2025-07-10 13:29:09,Americano (I/H),4000.0,Thursday,13,WEEKDAY
2025-07-10 13:29:22,Caffè Latte (I/H),5300.0,Thursday,13,WEEKDAY
2025-07-10 13:34:44,Vanilla Bean Latte (Iced),5300.0,Thursday,13,WEEKDAY
2025-07-10 13:52:43,Hazelnut Americano (Iced),4500.0,Thursday,13,WEEKDAY
2025-07-10 13:59:57,Vanilla Bean Latte (Iced),5300.0,Thursday,13,WEEKDAY
2025-07-10 14:04:56,Caffè Latte (I/H),5300.0,Thursday,14,WEEKDAY
2025-07-10 14:08:24,Vanilla Bean Latte (Iced),5300.0,Thursday,14,WEEKDAY
2025-07-10 14:19:03,Caffè Latte (I/H),5300.0,Thursday,14,WEEKDAY
2025-07-10 14:30:13,Americano (I/H),4000.0,Thursday,14,WEEKDAY
2025-07-10 14:31:34,Caffè Latte (I/H),5300.0,Thursday,14,WEEKDAY
2025-07-10 14:36:29,Hazelnut Americano (Iced),4500.0,Thursday,14,WEEKDAY
2025-07-10 14:54:50,Caffè Latte (I/H),5300.0,Thursday,14,WEEKDAY
2025-07-10 15:16:29,Hazelnut Americano (Iced),4500.0,Thursday,15,WEEKDAY
2025-07-10 15:17:34,Vanilla Bean Latte (Iced),5300.0,Thursday,15,WEEKDAY
2025-07-10 15:24:15,Dolce Latte (Iced),5500.0,Thursday,15,WEEKDAY
2025-07-10 15:24:23,Americano (I/H),4000.0,Thursday,15,WEEKDAY
2025-07-10 15:35:43,Caffè Latte (I/H),5300.0,Thursday,15,WEEKDAY
2025-07-10 15:50:34,Caffè Latte (I/H),5300.0,Thursday,15,WEEKDAY
2025-07-10 15:50:46,Dolce Latte (Iced),5500.0,Thursday,15,WEEKDAY
2025-07-10 16:06:14,Caffè Latte (I/H),5300.0,Thursday,16,WEEKDAY
2025-07-10 16:27:35,Caffè Latte (I/H),5300.0,Thursday,16,WEEKDAY
2025-07-10 16:28:27,Vanilla Bean Latte (Iced),5300.0,Thursday,16,WEEKDAY
2025-07-10 16:58:23,Hazelnut Americano (Iced),4500.0,Thursday,16,WEEKDAY
2025-07-10 17:06:59,Honey Americano (Iced),4500.0,Thursday,17,WEEKDAY
2025-07-10 17:20:31,Hazelnut Americano (Iced),4500.0,Thursday,17,WEEKDAY
2025-07-10 17:30:55,Shakerato (Iced),4800.0,Thursday,17,WEEKDAY
2025-07-10 17:35:53,Americano (I/H),4000.0,Thursday,17,WEEKDAY
2025-07-10 17:37:36,Americano (I/H),4000.0,Thursday,17,WEEKDAY
2025-07-10 18:00:24,Caffè Latte (I/H),5300.0,Thursday,18,WEEKDAY
2025-07-10 18:32:16,Americano (I/H),4000.0,Thursday,18,WEEKDAY
2025-07-10 18:42:37,Shakerato (Iced),4800.0,Thursday,18,WEEKDAY
2025-07-10 19:10:15,Dolce Latte (Iced),5500.0,Thursday,19,WEEKDAY
2025-07-10 19:31:11,Americano (I/H),4000.0,Thursday,19,WEEKDAY
2025-07-10 19:36:38,Caffè Latte (I/H),5300.0,Thursday,19,WEEKDAY
2025-07-10 19:59:37,Hazelnut Americano (Iced),4500.0,Thursday,19,WEEKDAY
2025-07-10 20:09:35,Hazelnut Americano (Iced),4500.0,Thursday,20,WEEKDAY
2025-07-10 20:27:05,Americano (I/H),4000.0,Thursday,20,WEEKDAY
2025-07-10 20:48:16,Caffè Latte (I/H),5300.0,Thursday,20,WEEKDAY
2025-07-10 20:49:15,Vanilla Bean Latte (Iced),5300.0,Thursday,20,WEEKDAY
2025-07-10 20:56:11,Vanilla Bean Latte (Iced),5300.0,Thursday,20,WEEKDAY
2025-07-11 12:21:40,Caffè Latte (I/H),5300.0,Friday,12,WEEKDAY
2025-07-11 12:22:09,Americano (I/H),4000.0,Friday,12,WEEKDAY
2025-07-11 12:32:03,Dolce Latte (Iced),5500.0,Friday,12,WEEKDAY
2025-07-11 12:55:23,Dolce Latte (Iced),5500.0,Friday,12,WEEKDAY
2025-07-11 13:09:44,Americano (I/H),4000.0,Friday,13,WEEKDAY
2025-07-11 13:20:58,Americano (I/H),4000.0,Friday,13,WEEKDAY
2025-07-11 13:26:34,Vanilla Bean Latte (Iced),5300.0,Friday,13,WEEKDAY
2025-07-11 13:47:34,Hazelnut Americano (Iced),4500.0,Friday,13,WEEKDAY
2025-07-11 13:56:08,Vanilla Bean Latte (Iced),5300.0,Friday,13,WEEKDAY
2025-07-11 14:02:00,Hazelnut Americano (Iced),4500.0,Friday,14,WEEKDAY
2025-07-11 14:22:45,Americano (I/H),4000.0,Friday,14,WEEKDAY
2025-07-11 14:23:35,Dolce Latte (Iced),5500.0,Friday,14,WEEKDAY
2025-07-11 14:24:48,Vanilla Bean Latte (Iced),5300.0,Friday,14,WEEKDAY
2025-07-11 14:28:31,Hazelnut Americano (Iced),4500.0,Friday,14,WEEKDAY
2025-07-11 14:30:26,Shakerato (Iced),4800.0,Friday,14,WEEKDAY
2025-07-11 14:33:15,Caffè Latte (I/H),5300.0,Friday,14,WEEKDAY
2025-07-11 14:37:44,Vanilla Bean Latte (Iced),5300.0,Friday,14,WEEKDAY
2025-07-11 14:53:31,Americano (I/H),4000.0,Friday,14,WEEKDAY
2025-07-11 15:01:30,Hazelnut Americano (Iced),4500.0,Friday,15,WEEKDAY
2025-07-11 15:16:23,Americano (I/H),4000.0,Friday,15,WEEKDAY
2025-07-11 15:17:00,Americano (I/H),4000.0,Friday,15,WEEKDAY
2025-07-11 15:27:28,Americano (I/H),4000.0,Friday,15,WEEKDAY
2025-07-11 15:27:29,Shakerato (Iced),4800.0,Friday,15,WEEKDAY
2025-07-11 15:39:14,Americano (I/H),4000.0,Friday,15,WEEKDAY
2025-07-11 15:39:21,Caffè Latte (I/H),5300.0,Friday,15,WEEKDAY
2025-07-11 15:46:53,Caffè Latte (I/H),5300.0,Friday,15,WEEKDAY
2025-07-11 15:50:31,Americano (I/H),4000.0,Friday,15,WEEKDAY
2025-07-11 15:52:09,Caffè Latte (I/H),5300.0,Friday,15,WEEKDAY
2025-07-11 16:04:56,Hazelnut Americano (Iced),4500.0,Friday,16,WEEKDAY
2025-07-11 16:50:29,Americano (I/H),4000.0,Friday,16,WEEKDAY
2025-07-11 17:42:01,Caffè Latte (I/H),5300.0,Friday,17,WEEKDAY
2025-07-11 17:42:14,Americano (I/H),4000.0,Friday,17,WEEKDAY
2025-07-11 17:42:23,Americano (I/H),4000.0,Friday,17,WEEKDAY
2025-07-11 17:47:19,Americano (I/H),4000.0,Friday,17,WEEKDAY
2025-07-11 18:00:55,Dolce Latte (Iced),5500.0,Friday,18,WEEKDAY
2025-07-11 18:14:10,Hazelnut Americano (Iced),4500.0,Friday,18,WEEKDAY
2025-07-11 18:22:51,Americano (I/H),4000.0,Friday,18,WEEKDAY
2025-07-11 18:47:06,Americano (I/H),4000.0,Friday,18,WEEKDAY
2025-07-11 18:48:20,Hazelnut Americano (Iced),4500.0,Friday,18,WEEKDAY
2025-07-11 18:55:48,Caffè Latte (I/H),5300.0,Friday,18,WEEKDAY
2025-07-11 19:00:14,Americano (I/H),4000.0,Friday,19,WEEKDAY
2025-07-11 19:02:29,Dolce Latte (Iced),5500.0,Friday,19,WEEKDAY
2025-07-11 19:06:46,Dolce Latte (Iced),5500.0,Friday,19,WEEKDAY
2025-07-11 19:13:56,Shakerato (Iced),4800.0,Friday,19,WEEKDAY
2025-07-11 19:18:38,Hazelnut Americano (Iced),4500.0,Friday,19,WEEKDAY
2025-07-11 19:18:54,Americano (I/H),4000.0,Friday,19,WEEKDAY
2025-07-11 19:19:18,Honey Americano (Iced),4500.0,Friday,19,WEEKDAY
2025-07-11 19:22:15,Caffè Latte (I/H),5300.0,Friday,19,WEEKDAY
2025-07-11 19:27:02,Caffè Latte (I/H),5300.0,Friday,19,WEEKDAY
2025-07-11 19:27:38,Caffè Latte (I/H),5300.0,Friday,19,WEEKDAY
2025-07-11 19:49:09,Americano (I/H),4000.0,Friday,19,WEEKDAY
2025-07-11 19:52:20,Honey Americano (Iced),4500.0,Friday,19,WEEKDAY
2025-07-11 20:00:13,Americano (I/H),4000.0,Friday,20,WEEKDAY
2025-07-11 20:03:59,Americano (I/H),4000.0,Friday,20,WEEKDAY
2025-07-11 20:08:39,Americano (I/H),4000.0,Friday,20,WEEKDAY
2025-07-11 20:23:36,Caffè Latte (I/H),5300.0,Friday,20,WEEKDAY
2025-07-11 20:46:50,Vanilla Bean Latte (Iced),5300.0,Friday,20,WEEKDAY
2025-07-11 20:52:33,Americano (I/H),4000.0,Friday,20,WEEKDAY
2025-07-12 12:04:19,Vanilla Bean Latte (Iced),5300.0,Saturday,12,WEEKEND
2025-07-12 12:05:24,Americano (I/H),4000.0,Saturday,12,WEEKEND
2025-07-12 12:18:47,Hazelnut Americano (Iced),4500.0,Saturday,12,WEEKEND
2025-07-12 12:29:10,Vanilla Bean Latte (Iced),5300.0,Saturday,12,WEEKEND
2025-07-12 12:41:09,Americano (I/H),4000.0,Saturday,12,WEEKEND
2025-07-12 12:44:17,Hazelnut Americano (Iced),4500.0,Saturday,12,WEEKEND
2025-07-12 13:17:44,Americano (I/H),4000.0,Saturday,13,WEEKEND
2025-07-12 13:23:17,Caffè Latte (I/H),5300.0,Saturday,13,WEEKEND
2025-07-12 13:37:18,Americano (I/H),4000.0,Saturday,13,WEEKEND
2025-07-12 13:54:33,Hazelnut Americano (Iced),4500.0,Saturday,13,WEEKEND
2025-07-12 14:09:57,Americano (I/H),4000.0,Saturday,14,WEEKEND
2025-07-12 14:10:31,Hazelnut Americano (Iced),4500.0,Saturday,14,WEEKEND
2025-07-12 14:21:34,Honey Americano (Iced),4500.0,Saturday,14,WEEKEND
2025-07-12 14:26:58,Honey Americano (Iced),4500.0,Saturday,14,WEEKEND
2025-07-12 14:31:21,Americano (I/H),4000.0,Saturday,14,WEEKEND
2025-07-12 14:33:15,Dolce Latte (Iced),5500.0,Saturday,14,WEEKEND
2025-07-12 14:38:05,Caffè Latte (I/H),5300.0,Saturday,14,WEEKEND
2025-07-12 14:39:19,Caffè Latte (I/H),5300.0,Saturday,14,WEEKEND
2025-07-12 14:55:03,Hazelnut Americano (Iced),4500.0,Saturday,14,WEEKEND
2025-07-12 14:57:01,Dolce Latte (Iced),5500.0,Saturday,14,WEEKEND
2025-07-12 15:19:39,Shakerato (Iced),4800.0,Saturday,15,WEEKEND
2025-07-12 15:21:50,Shakerato (Iced),4800.0,Saturday,15,WEEKEND
2025-07-12 15:22:38,Vanilla Bean Latte (Iced),5300.0,Saturday,15,WEEKEND
2025-07-12 15:27:43,Shakerato (Iced),4800.0,Saturday,15,WEEKEND
2025-07-12 15:45:06,Honey Americano (Iced),4500.0,Saturday,15,WEEKEND
2025-07-12 15:47:54,Americano (I/H),4000.0,Saturday,15,WEEKEND
2025-07-12 15:54:54,Americano (I/H),4000.0,Saturday,15,WEEKEND
2025-07-12 15:58:11,Americano (I/H),4000.0,Saturday,15,WEEKEND
2025-07-12 15:59:40,Caffè Latte (I/H),5300.0,Saturday,15,WEEKEND
2025-07-12 16:00:55,Honey Americano (Iced),4500.0,Saturday,16,WEEKEND
2025-07-12 16:02:01,Americano (I/H),4000.0,Saturday,16,WEEKEND
2025-07-12 16:16:24,Caffè Latte (I/H),5300.0,Saturday,16,WEEKEND
2025-07-12 16:17:48,Americano (I/H),4000.0,Saturday,16,WEEKEND
2025-07-12 16:32:52,Americano (I/H),4000.0,Saturday,16,WEEKEND
2025-07-12 16:35:55,Americano (I/H),4000.0,Saturday,16,WEEKEND
2025-07-12 16:37:16,Vanilla Bean Latte (Iced),5300.0,Saturday,16,WEEKEND
2025-07-12 16:38:58,Honey Americano (Iced),4500.0,Saturday,16,WEEKEND
2025-07-12 16:43:04,Americano (I/H),4000.0,Saturday,16,WEEKEND
2025-07-12 17:19:33,Americano (I/H),4000.0,Saturday,17,WEEKEND
2025-07-12 17:28:47,Caffè Latte (I/H),5300.0,Saturday,17,WEEKEND
2025-07-12 17:32:33,Caffè Latte (I/H),5300.0,Saturday,17,WEEKEND
2025-07-12 17:35:21,Americano (I/H),4000.0,Saturday,17,WEEKEND
2025-07-12 17:42:53,Americano (I/H),4000.0,Saturday,17,WEEKEND
2025-07-12 17:44:15,Americano (I/H),4000.0,Saturday,17,WEEKEND
2025-07-12 17:48:15,Honey Americano (Iced),4500.0,Saturday,17,WEEKEND
2025-07-12 17:52:34,Caffè Latte (I/H),5300.0,Saturday,17,WEEKEND
2025-07-12 18:04:26,Vanilla Bean Latte (Iced),5300.0,Saturday,18,WEEKEND
2025-07-12 18:18:26,Caffè Latte (I/H),5300.0,Saturday,18,WEEKEND
2025-07-12 18:24:54,Americano (I/H),4000.0,Saturday,18,WEEKEND
2025-07-12 18:36:16,Caffè Latte (I/H),5300.0,Saturday,18,WEEKEND
2025-07-12 18:38:11,Vanilla Bean Latte (Iced),5300.0,Saturday,18,WEEKEND
2025-07-12 18:41:01,Americano (I/H),4000.0,Saturday,18,WEEKEND
